מספר_עמוד_בלובי,URL,שם המלגה,תוכן_נקי_JSON
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/moshe-foundation/,קרן משה - התוכנית למנהיגות,"{""שם_המלגה"": ""קרן משה - התוכנית למנהיגות"", ""תיאור_כללי"": ""תוכנית רב-שנתית לפיתוח מנהיגות בעלת רגישות חברתית. התוכנית משלבת תוכנית עיונית בנושאים חברתיים, לצד פעילות מעשית ומגוונת עם הקהילה המקומית בתחומים שונים (צרכים מיוחדים, אוכלוסיות בסיכון ועוד)."", ""קהל_יעד"": ""סטודנטיות וסטודנטים בעלי רגישות חברתית, רצון להעמקה בתכנים חברתיים ושאיפה להשפיע על עיצוב פני החברה הישראלית."", ""תנאי_זכאות"": ""השתתפות במרכז הערכה וריאיון אישי. החלטה סופית על קבלה לקרן מותנית באישור הקרן."", ""סכום_המלגה"": ""12,000 ₪ לשנת פעילות"", ""תאריכי_הרשמה"": ""20.05.2025-15.09.2025 (בכפוף למילוי המכסה הנדרשת)."", ""התחייבויות"": ""פעילות מעשית: 4 שעות שבועיות לטובת פעילות בקהילה (סך כולל של 120 שעות בשנה); פעילות עיונית: השתתפות ב-4 סמינרים במהלך השנה בימי חמישי 21:00-17:00 ושישי 14:00-08:00 (סך כולל של כ-50 שעות בשנה); השתתפות במפגשי תוכן עם הקבוצה והרכז או הרכזת המלווה; השתתפות בטקס סיום השנה של המחלקה למעורבות חברתית.""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/gross-foundation/,קרן גרוס לחיילים משוחררים,"{""שם_המלגה"": ""קרן גרוס לחיילים משוחררים"", ""תיאור_כללי"": ""תכנית לפיתוח רגישות חברתית המשלבת תוכניות עיוניות בנושאים חברתיים לצד פעילות מגוונת בקהילה. מיועדת לבוגרי/ות שירות צבאי ולאומי עם מעורבות חברתית."", ""קהל_יעד"": ""סטודנטים או סטודנטיות שהם חיילים משוחררים (עד 5 שנים מיום השחרור משירות החובה)."", ""תנאי_זכאות"": ""ניצול מעל 8,000 ש\""ח מהפיקדון האישי. התאמה לקריטריונים של הקרן וריאיון אישי. הקבלה מותנית באישור הקרן."", ""סכום_המלגה"": ""10,000 ש\""ח לשנת פעילות"", ""תאריכי_הרשמה"": ""04.08.2025-15.09.2025 (בכפוף למילוי המכסה הנדרשת)."", ""התחייבויות"": ""פעילות מעשית: 3 שעות שבועיות לטובת הקהילה (סה\""כ 80 שעות בשנה). פעילות עיונית: השתתפות ב-4 סמינרים במהלך השנה (כ-50 שעות) בימי חמישי (17:00-21:00) ושישי (08:00-14:00). השתתפות במפגשי תוכן עם הקבוצה והרכז/ת, והשתתפות בטקס סיום השנה של המחלקה למעורבות חברתית.""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/university-baam/,אוניברסיטה בעם,"{""שם_המלגה"": ""אוניברסיטה בעם"", ""תיאור_כללי"": ""התוכנית פותחת את שערי האוניברסיטה בפני אוכלוסיות מוחלשות ומאפשרת להן לרכוש ידע שימושי וחיוני בסביבה אקדמית, ככלי לשינוי חברתי."", ""קהל_יעד"": ""סטודנטים וסטודנטיות בשנה ב' ומעלה למקצועות ניהול, כלכלה, רפואה, מדעי הבריאות, מדעי החיים ופסיכולוגיה."", ""תנאי_זכאות"": ""סטודנטים/ות בשנה ב' ומעלה למקצועות המצוינים, הכולל הגשת קורות חיים וראיון אישי מעמיק."", ""סכום_המלגה"": ""6,000 ש\""ח ו-4 נק\""ז כללי. לסטודנטים/ות למקצועות הרפואה ומדעי החיים: 9,000 ש\""ח (ללא נק\""ז)."", ""תאריכי_הרשמה"": ""הרישום נפתח ביולי - ספטמבר 2025. ראיונות לתוכנית יתקיימו החל מ-15.6.25."", ""התחייבויות"": ""פעילות מעשית: 3 שעות שבועיות (אחת לשבוע בין השעות 18:00-21:00). מפגש רכזת: ישיבת צוות שבועית. השתתפות בפעילות הפרויקט לאורך השנה (ערב גיבוש, סיור, טקס סיום ועוד). פעילות עיונית: השתתפות פעילה בסדנה אקדמית שבועית (בימי רביעי בקמפוס בין השעות 16:00-17:30, למעט בתקופת מבחנים ובחופשים קבועים).""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/shaar-ruach/,תוכנית שאר רוח,"{""שם_המלגה"": ""תוכנית שאר רוח"", ""תיאור_כללי"": ""תוכנית ייחודית המיועדת ללומדות לתואר שני או שלישי במדעי הרוח, המשלבת קבלת תעודת הוראה עם מלגת שכר לימוד מלאה. מטרתה להכשיר מורות איכותיות לתחומי מדעי הרוח עבור מערכת החינוך בדרום, באמצעות מסלול הכשרה חדשני בבית הספר לחינוך של האוניברסיטה."", ""קהל_יעד"": ""לומדות (נשים) לתואר שני או שלישי במדעי הרוח בתחומים הבאים: אומנות, היסטוריה כללית, היסטוריה של עם ישראל, לימודי מדינת ישראל, לשון עברית, מחשבת ישראל, מקרא, מזרח תיכון, ספרויות זרות ובלשנות, ספרות עברית, פילוסופיה."", ""תנאי_זכאות"": ""קבלה או לימודים לתואר שני או שלישי במדעי הרוח, וריאיון אישי. התוכנית מיועדת ללומדות נבחרות."", ""סכום_המלגה"": ""מלגת שכר לימוד מלאה של הפקולטה."", ""תאריכי_הרשמה"": ""רישום סגור."", ""התחייבויות"": ""הלומדות נדרשות לשלב ולקבל תעודת הוראה במסגרת התוכנית, ולהשתתף באופן פעיל במסלול ההכשרה הייחודי הכולל סדנאות קליניות, קורסים עיוניים, התנסות מעשית בבתי ספר מובילים, ימי עיון, סיורים ומפגשים.""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/tourism-office/,מלגת משרד התיירות,"{""שם_המלגה"": ""מלגת משרד התיירות"", ""תיאור_כללי"": ""מלגות לסטודנטים/ות הנרשמים/ות ללימודי תואר ראשון ושני בלימודי תיירות במוסדות מוכרים להשכלה גבוהה, מטעם משרד התיירות בישראל."", ""קהל_יעד"": ""סטודנטים/ות שנה א' (החל מאוקטובר 2023) לתואר ראשון ושני בלימודי תיירות במוסדות מוכרים להשכלה גבוהה."", ""תנאי_זכאות"": ""עמידה בתנאים המפורטים בנוהל התמיכה של משרד התיירות (קישור לנוהל מצוין בעמוד המקור)."", ""סכום_המלגה"": ""עד 11,000 ₪ לסטודנט/ית. סך תקציב החלוקה עומד על 440,000 ₪."", ""תאריכי_הרשמה"": ""הרישום סגור. מועד אחרון להגשת בקשה היה 10.11.2023."", ""התחייבויות"": ""לא צוין.""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/telem-justice/,הצדק איתך,"{""שם_המלגה"": ""הצדק איתך"", ""תיאור_כללי"": ""תוכנית המציעה לנשים סדנה ייחודית בתחום המשפט והצדק החברתי. מטרתה לחשוף את הנשים המשתתפות להיבטים שונים במשפט (דיני עבודה, ביטוח לאומי, דיני משפחה) בקבוצה נשית תומכת."", ""קהל_יעד"": ""סטודנטים וסטודנטיות לתואר ראשון או שני בעלי נחיצות כלכלית מוכחת."", ""תנאי_זכאות"": ""נחיצות כלכלית מוכחת, קבלה לתוכנית תל\""ם, השתתפות במרכז הערכה וראיון אישי."", ""סכום_המלגה"": ""11,000 ש\""ח"", ""תאריכי_הרשמה"": ""20.05.2025-15.09.2025 (בכפוף למילוי המכסה הנדרשת)."", ""התחייבויות"": ""ביצוע 100 שעות פעילות מעשית בקהילה (3-4 שעות שבועיות), השתתפות מלאה בתוכנית העיונית הכוללת 4 סמינרים במהלך השנה (בימי חמישי 17:00-21:00 ושישי 08:00-14:00, סך הכל כ-50 שעות), השתתפות במפגשי תוכן עם הקבוצה והרכז/ת המלווה, והשתתפות בטקס סיום השנה של המחלקה למעורבות חברתית.""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/telem-daat/,בשביל הדעת,"{""שם_המלגה"": ""מלגת בשביל הדעת"", ""תיאור_כללי"": ""הנגשת האקדמיה לאנשים עם צרכים מיוחדים (אוכלוסיית מגבלה שכלית התפתחותית, אוכלוסיית שיקום, אוטיזם בתפקוד גבוה, שיתוק מוחין) באמצעות מתן השכלה כללית לעולמות התוכן באוניברסיטה (רפואה, פוליטיקה וממשל, מדעי החיים, פסיכולוגיה ועוד)."", ""קהל_יעד"": ""סטודנטים וסטודנטיוות לתואר ראשון או שני בעלי נחיצות כלכלית מוכחת, המעורבים בפעילות חברתית להנגשת האקדמיה."", ""תנאי_זכאות"": ""בעלי נחיצות כלכלית מוכחת; קבלה לתוכנית תל\""ם."", ""סכום_המלגה"": ""11,000 ש\""ח"", ""תאריכי_הרשמה"": ""20.05.2025 - 15.09.2025 (בכפוף למילוי המכסה הנדרשת)"", ""התחייבויות"": ""פעילות מעשית: 100 שעות בשנה (3-4 שעות שבועיות בקהילה); השתתפות מלאה בתוכנית העיונית (4 סמינרים במהלך השנה, בימי חמישי 17:00-21:00 ושישי 08:00-14:00, סך כולל של כ-50 שעות בשנה); השתתפות במפגשי תוכן עם הקבוצה והרכז או הרכזת המלווה; השתתפות בטקס סיום השנה של המחלקה למעורבות חברתית.""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/speaking-hebrew/,"מדברות עברית באב""ג","{""שם_המלגה"": ""מדברות עברית באב\""ג"", ""תיאור_כללי"": ""הקניית מיומנויות מעשיות בשפה העברית לנשים בדואיות ביישובי הנגב."", ""קהל_יעד"": ""סטודנטים/ות לתואר ראשון או שני, בדגש על נשים בדואיות ביישובי הנגב."", ""תנאי_זכאות"": ""השתתפות במרכז הערכה וריאיון אישי. התחייבות לפעילות מעשית בקהילה (3-4 שעות שבועיות, סך כולל של 100 שעות בשנה) ולהשתתפות ב-4 סמינרים עיוניים (סה\""כ כ-50 שעות בשנה). השתתפות במפגשי רכז/ת ובטקס סיום השנה של המחלקה למעורבות חברתית."", ""סכום_המלגה"": ""4,000 ₪ לביצוע של 60 שעות פעילות והשתתפות מלאה בתוכנית העיונית, או 11,000 ש\""ח בכפוף לקבלה לתוכנית תל\""ם, ביצוע 100 שעות פעילות מעשית והשתתפות מלאה בתוכנית העיונית."", ""תאריכי_הרשמה"": ""20.05.2025 - 15.09.2025 (בכפוף למילוי המכסה הנדרשת)."", ""התחייבויות"": ""ביצוע 60 שעות פעילות מעשית (עבור מלגת 4,000 ש\""ח) או 100 שעות פעילות מעשית (עבור מלגת 11,000 ש\""ח), וכן השתתפות מלאה בתוכנית העיונית (כ-50 שעות סמינרים).""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/atidim-hitech/,תוכנית עתידים לתעשייה ולהייטק,"{""שם_המלגה"": ""תוכנית עתידים לתעשייה ולהייטק - מהנדסים איתך הצלחה"", ""תיאור_כללי"": ""התוכנית מעניקה מעטפת אקדמית וכלכלית חזקה כולל השמה בתחומי ההנדסה ומדעי המחשב"", ""קהל_יעד"": ""סטודנטים לתואר ראשון בתחומי ההנדסה ומדעי המחשב באוניברסיטת בן-גוריון"", ""תנאי_זכאות"": ""נרשמים לשנה א' בשנה\""ל הקרובה או מסיימי סמסטר אביב"", ""סכום_המלגה"": ""77,000 ש\""ח סבסוד שכר לימוד ומלגות"", ""תאריכי_הרשמה"": ""רישום סגור"", ""התחייבויות"": ""לא מצוין מפורשות התחייבות להתנדבות""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/marom/,מלגת מרום,"{""שם_המלגה"": ""מלגת מרום"", ""תיאור_כללי"": ""תוכנית מלגות שנתית, המופעלת על ידי פר\""ח וכחלק מתכנית המל\""ג, לעידוד מצוינות אקדמית בקרב סטודנטים וסטודנטיות יוצאי אתיופיה."", ""קהל_יעד"": ""סטודנטים וסטודנטיות יוצאי אתיופיה הלומדים לתואר ראשון או שני. ההרשמה פתוחה לסטודנטים שנה א' או ב' לתואר ראשון (במידה ולא נרשמו בשנים קודמות)."", ""תנאי_זכאות"": ""יוצאי אתיופיה. קבלה לפי תנאי המלגה. מימון המלגה יינתן לשנים שנותרו לתואר עבור זכאים שנרשמו בשנה א' או ב'."", ""סכום_המלגה"": ""10,000 ₪ עבור כל שנת לימודים, החל משנה א' ועד לסיום השנים התקניות לתואר."", ""תאריכי_הרשמה"": ""תאריך אחרון להרשמה: 10.11.24"", ""התחייבויות"": ""ביצוע שעות פעילות בכל שנה אקדמית, באמצעות פעילות חברתית דרך תוכנית פר\""ח.""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/heb-success/,מפתח העברית להצלחה,"{""שם_המלגה"": ""מפתח העברית להצלחה"", ""תיאור_כללי"": ""קורס בחירה מרתק נושא מלגה, במתכונת קורס מקדם עשייה חברתית. מטרתו להקנות לסטודנטים ולסטודנטיות דוברי עברית כשפת אם כלים לתרגול השפה העברית בבתי ספר הבדואים בנגב, במטרה לצמצם את חסם השפה העברית ולאפשר לצעירים מהחברה הבדואית להשתלב בהשכלה גבוהה ובתעסוקה."", ""קהל_יעד"": ""סטודנטים וסטודנטיות בתואר ראשון ושני בפקולטה למדעי הרוח והחברה, בפקולטה לניהול ובפקולטה למדעי הטבע, דוברי עברית כשפת אם."", ""תנאי_זכאות"": ""קבלה לקורס מותנית בראיון מקדים ובעברית שפת אם."", ""סכום_המלגה"": ""5,000 ש\""ח לסמסטר"", ""תאריכי_הרשמה"": ""הרישום סגור."", ""התחייבויות"": ""השתתפות בקורס של 3 נק\""ז הכולל מפגשים ללמידה פרונטלית בימי א' (14:00-15:30) ותרגול מעשי שבועי בתיכוני חורה (08:00-13:30, כולל הסעה).""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/milgo/,מלגת מיל-go!,"{""שם_המלגה"": ""מלגת מיל-go!"", ""תיאור_כללי"": ""הענקת מלגות לפי קריטריונים סוציו-אקונומיים על-מנת לסייע לסטודנטים בתואר ראשון ובמכינה (שלא זכאים למלגת \""ראויים לסיוע\"") לסיים את לימודיהם בהצלחה."", ""קהל_יעד"": ""סטודנטים וסטודנטיות בתואר ראשון ותלמידי ותלמידות המכינות הקדם אקדמיות."", ""תנאי_זכאות"": ""מלגה סוציו-אקונומית. הזכאות נקבעת על-פי קריטריונים שונים שנקבעים מראש, בהתחשב בחתכי רמות הזכאות של כלל אוכלוסיית הסטודנטים הנזקקים הפונים לקבלת סיוע בשנת לימודים מסוימת."", ""סכום_המלגה"": ""5,000₪, 7,500₪, 10,000₪ ו־12,480₪"", ""תאריכי_הרשמה"": ""רישום סגור. קבלת תשובות בחודשים מאי-יוני 2025."", ""התחייבויות"": """"}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/youth-olympics-scholarship/,פרס לימודים לזוכי ולזוכות אולמיפאדות במדעים לנוער,"{""שם_המלגה"": ""פרס לימודים לזוכי ולזוכות אולימפיאדות במדעים לנוער"", ""תיאור_כללי"": ""פרס לימודים המוענק לזוכי ולזוכות באולימפיאדות בינלאומיות למדעים במדליות זהב, כסף וארד, המקנים קבלה ללימודי תואר ראשון באוניברסיטה וללא פסיכומטרי."", ""קהל_יעד"": ""זוכי וזוכות אולימפיאדות בינלאומיות למדעים במדליות זהב, כסף וארד, המעוניינים ללמוד לתואר ראשון."", ""תנאי_זכאות"": [""זכייה במדליית זהב, כסף או ארד באולימפיאדות בינלאומיות למדעים."", ""המלגה ניתנת פעם אחת בלבד, גם אם הזכייה הייתה במספר אולימפיאדות."", ""אם הסטודנט לומד מעל 100% מכסת לימודים, הפקולטה/ביה\""ס ישלים את הפער בתשלום שכר הלימוד לאותה שנה."", ""תוקף מימוש המלגה הוא ל-7 שנים משנת הזכייה בפרס."", ""המלגה אינה ניתנת להעברה."", ""אין כפל מלגות (מלגת רקטור / מלגת הצטיינות) בשנת מימוש הפרס."", ""קבלה ללימודים ללא פסיכומטרי בתנאים הבאים:"", ""- זוכה באחד מהתחומים מדעי המחשב, פיסיקה או מתמטיקה, יכול להתקבל לחוג שיבחר בתחומים אלה (לדוגמא, זוכה במתמטיקה יכול להתקבל למדעי המחשב)."", ""- זוכה בכימיה, יוכל להתקבל ללימודים לתחום זה בלבד."", ""- זוכה בביולוגיה, יוכל להתקבל ללימודים לתחום זה בלבד."", ""- בכל מקרה אחר של זכייה בתחום אחד ובקשה להתקבל ללימודים בתחום אחר, הבקשה תיבדק באופן פרטני על ידי הדיקן / ראש בית הספר.""], ""סכום_המלגה"": ""מלגת רקטור\"" - מלגה בגובה 100% שכ\""ל לשנת לימודים אחת לתואר ראשון (המלגה אינה כוללת תשלומים נלווים)."", ""תאריכי_הרשמה"": ""רישום סגור"", ""התחייבויות"": ""לא צוין""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/ambassadors-of-shared-life/,שגרירי חיים משותפים,"{""שם_המלגה"": ""שגרירי חיים משותפים"", ""תיאור_כללי"": ""התוכנית מכשירה דור חדש של מנהיגים ומנהיגות ויזמים חברתיים, ומציעה מסלול הכשרה למנהיגות ועשייה חברתית בקמפוס בתחום החיים המשותפים. במהלך התוכנית המשתתפים יתנסו בדיאלוג, ילמדו ויתרגלו כיצד לפתח יוזמות חברתיות, לעבוד עם בעלי תפקידים באוניברסיטה ולפעול בסביבה רב-תרבותית ומגוונת. תכנים מרכזיים כוללים דיאלוג יהודי-ערבי, יזמות ומנהיגות. התוכנית מתאפשרת באמצעות מענק מקרן בלאושטיין וקרן SVF לשוויון יהודי-ערבי ולחברה משותפת."", ""קהל_יעד"": ""מועמדים ומועמדות לתואר ראשון באוניברסיטת בן גוריון, המעוניינים להכשיר את עצמם כמנהיגים ויזמים חברתיים בתחום החיים המשותפים."", ""תנאי_זכאות"": ""הפרטים הספציפיים לתנאי הזכאות לקבלה לתוכנית אינם מפורטים בטקסט הגולמי, אך נדרשת השתתפות פעילה בתוכנית."", ""סכום_המלגה"": ""10,000 ש\""ח לשנה"", ""תאריכי_הרשמה"": ""רישום סגור"", ""התחייבויות"": ""השתתפות מלאה בהכשרה שנתית הכוללת שני סמינרים דו-יומיים ומפגשים פעם בשבועיים בימי רביעי בשעות 17:00-20:00. נדרש קידום יוזמות חברתיות בפקולטה (שעתיים בשבוע).""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/intellectual-journeys/,מסעות דעת,"{""שם_המלגה"": ""מסעות דעת"", ""תיאור_כללי"": ""תוכנית למנהיגות אינטלקטואלית צעירה. מסעות דעת היא תוכנית מנהיגות אינטלקטואלית ייחודית ללימודים בינתחומיים, המבקשת לטפח כישורי התבוננות ויכולת ניתוח של שאלות עומק רעיוניות ופילוסופיות בהקשר של בעיות השעה בארץ ובעולם, ולחבר בין שאלות אלו ובין המציאות החברתית והפוליטית. התוכנית כוללת סמינרים, הרצאות ותרגולים, לצד סיורים, סדנאות כתיבה ויצירה, אירועי תרבות ופעילויות חברתיות. כמו כן, במהלך התוכנית יפַַתחו העמיתות והעמיתים פרויקטים אישיים של מחקר ושל עשייה חברתית ותרבותית. תוכנית הקיץ תתקיים במכון ון ליר בירושלים בתאריכים 25.8.2024 – 26.9.2024, ולאחריה יתקיימו מפגשי המשך אחת לחודש באוניברסיטת בן-גוריון עד יולי 2025."", ""קהל_יעד"": ""סטודנטיות וסטודנטים מכל תחומי הידע, הרשומים או לומדים לתואר ראשון באוניברסיטת בן-גוריון בנגב בשנת הלימודים תשפ\""ה. גם סטודנטים וסטודנטיות בשנים מתקדמות יכולים להגיש מועמדותם לתוכנית."", ""תנאי_זכאות"": ""נרשמו או לומדים לתואר ראשון באוניברסיטת בן-גוריון בנגב בשנת הלימודים תשפ\""ה בכל תחומי הידע. לא נדרש ידע קודם, אך נדרשות מחויבות, רצינות והתמדה. תהליך המיון עשוי לכלול ריאיון אישי."", ""סכום_המלגה"": ""מלגת לימודים באוניברסיטת בן-גוריון בנגב בסך 5,000 ש\""ח. בנוסף, העמיתים יקבלו בעבורה עד 4 נק\""ז בכפוף למילוי כל מטלות התוכנית ועל פי תנאי האוניברסיטה (מתן הפטור מותנה בהחלטת היחידה המעניקה אותו). ההשתתפות בתוכנית אינה כרוכה בתשלום. בתקופת תוכנית הקיץ יתגוררו העמיתים יחד במתחם ייעודי במרכז ירושלים."", ""תאריכי_הרשמה"": ""רישום סגור."", ""התחייבויות"": ""נדרשות מחויבות, רצינות והתמדה. העמיתים יידרשו למלא את כל מטלות התוכנית לצורך קבלת נקודות הזכות. פיתוח פרויקטים אישיים של מחקר ושל עשייה חברתית ותרבותית.""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/sachlev/,"מלגת לימודים סחל""ב","{""שם_המלגה"": ""מלגת לימודים סחל\""ב"", ""תיאור_כללי"": ""תוכנית סחל\""ב (סטודנטים חוברים לבתי הספר ולגנים) היא תוכנית מעורבות ארצית שבמסגרתה מלמדים סטודנטים לתואר ראשון בבתי הספר היסודיים או בגני הילדים."", ""קהל_יעד"": ""סטודנטים לתואר ראשון"", ""תנאי_זכאות"": ""השתתפות מלאה בתוכנית סחל\""ב, הכוללת פעילות בהיקף של 4 שעות שבועיות לפחות."", ""סכום_המלגה"": ""60% משכר הלימוד הנהוג באותה שנת לימודים באוניברסיטאות שהמדינה מתקצבת אותן. ההשתתפות אינה מונעת קבלת מלגות/הלוואות אחרות מהמדינה."", ""תאריכי_הרשמה"": ""הרשמה מאוחרת: החל מיום שני 1/07/2024 ותסתיים ביום ראשון 7/07/2024."", ""התחייבויות"": ""התחייבות להשתלב בפעילות בהיקף של 4 שעות שבועיות לפחות.""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/berti/,"פרס ע""ש ברטי לובנר על הצטיינות בפעילות התנדבותית","{""שם_המלגה"": ""פרס ע\""ש ברטי לובנר על הצטיינות בפעילות התנדבותית"", ""תיאור_כללי"": ""דיקן הסטודנטים, מדור סיוע כלכלי מציע פרס לסטודנטים מצטיינים בפעילות חברתית והתנדבותית בשנת הלימודים, שפעלו שלא במסגרת פעילות תמורת מלגה או שכר."", ""קהל_יעד"": ""סטודנטים מצטיינים בפעילות התנדבותית וחברתית; הפנייה מיועדת לסטודנטים אשר לא הציגו מועמדותם בעבר."", ""תנאי_זכאות"": ""הצטיינות בפעילות חברתית בשנת הלימודים; הפעילות לא בוצעה תמורת מלגה או שכר; אי הגשת מועמדות בעבר."", ""סכום_המלגה"": ""לא צוין"", ""תאריכי_הרשמה"": ""מועד אחרון להגשה: 4.3.2026. (יש לציין כי מופיע גם 'רישום סגור', ייתכן שהמועד האחרון רלוונטי למחזור הגשה עתידי)."", ""התחייבויות"": ""הפרס מוענק על הצטיינות בפעילות התנדבותית וחברתית שבוצעה שלא בתמורה למלגה או שכר.""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/bamilga/,מלגת השלמה לתואר ראשון - קמפוס אילת,"{""שם_המלגה"": ""מלגת השלמה לתואר ראשון - קמפוס אילת"", ""תיאור_כללי"": ""מלגה לסטודנטים/יות לתואר ראשון בקמפוס אילת, שמטרתה להשלים את שכר הלימוד המלא, תוך מעורבות חברתית במסגרת התנדבות בפר\""ח (סוציו-אקונומי)."", ""קהל_יעד"": ""סטודנטים/יות לתואר ראשון בקמפוס אילת שנדרשו לשירות צבאי מלא או שירות לאומי."", ""תנאי_זכאות"": [""נדרש שירות צבאי מלא/שירות לאומי."", ""אין כפל מלגות (מלבד מלגת דיקן הסטודנטים).""], ""סכום_המלגה"": ""המלגה משלימה לשכר הלימוד המלא. 7,000₪ יועברו ב-3 פעימות בתמורה להתנדבות בפר\""ח. יתרת המלגה תועבר לחשבון הבנק/שכר לימוד לקראת סוף סמסטר ב'."", ""תאריכי_הרשמה"": ""רישום למלגה סגור. הרשמה לאתר פר\""ח החל מ-1.9. טפסים למילוי הבקשה למלגה ישלחו במייל בתחילת סמסטר ב'."", ""התחייבויות"": ""התנדבות בפר\""ח, בהיקף של 120 שעות במהלך שנת הלימודים.""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/underwood/,מלגות קרן אנדרווד,"{""שם_המלגה"": ""מלגות קרן אנדרווד"", ""תיאור_כללי"": ""מלגות לימודים מטעם קרן אנדרווד לשנת הלימודים 2026-27, המיועדות לבעלי אזרחות קנדית/צרפתית/פיליפינית. הקרן שמה דגש על מעורבות חברתית וקידום אוכלוסיות."", ""קהל_יעד"": ""סטודנטים וסטודנטיות בכל התארים (ראשון, שני, שלישי) בעלי אזרחות קנדית/צרפתית/פיליפינית. המלגה מיועדת לשנת הלימודים 2026-27 בלבד."", ""תנאי_זכאות"": ""אזרחות קנדית/צרפתית/פיליפינית. המלגה אינה פתוחה לתלמידי מכינה או למי שנמצא בשנתו האחרונה בתואר (גם אם מתכנן להמשיך לתואר נוסף). חובה לקרוא ביסודיות את כל דפי ההסבר והמסמכים המצורפים. תהליך ההיערכות והשגת המסמכים הדרושים אורך מספר שבועות, ומומלץ להתחיל בו מיידית. ההגשה פיזית, בצירוף הטפסים הנדרשים (קול קורא 2026-27, טופס הצהרה, טופס למועמדים חדשים/ממשיכים), לבניין הסנאט, קומה 0, תיבת דואר מס' 25."", ""סכום_המלגה"": ""לא צוין"", ""תאריכי_הרשמה"": ""ההרשמה נפתחה (תאריך פתיחה לא צוין). מועד ההגשה האחרון הוא 9.11.2025."", ""התחייבויות"": ""מצוין דגש על מעורבות חברתית וקידום אוכלוסיות. פרטי התחייבויות ספציפיים (כמו שעות התנדבות) לא צוינו במפורש.""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/flower/,"מלגת פר""ח","{""שם_המלגה"": ""מלגת פר\""ח"", ""תיאור_כללי"": ""מלגה המשלבת מעורבות חברתית באמצעות חונכות אישית או קבוצתית במסגרת פרויקט פר\""ח."", ""קהל_יעד"": ""סטודנטים וסטודנטיות לקראת או במהלך לימודי תואר."", ""תנאי_זכאות"": ""הסכמה והתחייבות לפעילות חונכות במסגרת פרויקט פר\""ח."", ""סכום_המלגה"": ""7,000 ש\""ח"", ""תאריכי_הרשמה"": ""רישום סגור"", ""התחייבויות"": ""פעילות חונכות אישית פעמיים בשבוע, שעתיים בכל פעם, או חונכות קבוצתית כפעם בשבוע, 4 שעות (תלוי פרויקט).""}"
3,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/israel-antiquities-authority-scholarship/,מלגת רשות העתיקות,"{""שם_המלגה"": ""מלגת רשות העתיקות"", ""תיאור_כללי"": ""מלגת רשות העתיקות מציעה סיוע לסטודנטים בלימודים, המשלבת מלגה עם הכשרה מעשית בתמורה להתנדבות בפעילויות חינוכיות, חפירות ושימור ארכיאולוגי."", ""קהל_יעד"": ""סטודנטים באוניברסיטת בן-גוריון"", ""תנאי_זכאות"": ""התנדבות בפעילויות חינוכיות, חפירות ושימור ארכיאולוגי."", ""סכום_המלגה"": ""לא צוין"", ""תאריכי_הרשמה"": ""רישום סגור"", ""התחייבויות"": ""התנדבות בפעילויות חינוכיות, חפירות ושימור ארכיאולוגי.""}"
